Player,Tm,Pos,Age,FantasyPoints,G,GS,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,Tgt,Rec,Int,Fumbles,FumblesLost
Michael Jackson,BAL,WR,27.0,280.1,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1201.0,14.0,150.0,76.0,0.0,0.0,0.0
Drew Bledsoe,NWE,QB,24.0,240.14,16.0,16.0,4086.0,27.0,623.0,27.0,0.0,24.0,0.0,0.0,0.0,0.0,15.0,9.0,2.0
Tony Martin,SDG,WR,31.0,286.1,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1171.0,14.0,167.0,85.0,0.0,0.0,0.0
Carl Pickens,CIN,WR,26.0,290.68,16.0,16.0,12.0,0.0,1.0,2.0,0.0,2.0,1180.0,12.0,174.0,100.0,0.0,0.0,0.0
Eddie George,HOU,RB,23.0,220.0,16.0,16.0,0.0,0.0,0.0,1368.0,8.0,335.0,182.0,0.0,28.0,23.0,0.0,3.0,3.0
Jerry Rice,SFO,WR,34.0,295.1,16.0,16.0,0.0,0.0,1.0,77.0,1.0,11.0,1254.0,8.0,153.0,108.0,0.0,0.0,0.0
Herman Moore,DET,WR,27.0,289.6,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0,9.0,178.0,106.0,0.0,0.0,0.0
Irving Fryar,PHI,WR,34.0,273.1,16.0,16.0,0.0,0.0,0.0,-4.0,0.0,1.0,1195.0,11.0,152.0,88.0,0.0,0.0,0.0
Wesley Walls,CAR,TE,30.0,192.3,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,10.0,111.0,61.0,0.0,0.0,0.0
Karim Abdul-Jabbar,MIA,RB,22.0,208.5,16.0,14.0,0.0,0.0,0.0,1116.0,11.0,307.0,139.0,0.0,46.0,23.0,0.0,4.0,3.0
Cris Carter,MIN,WR,31.0,270.3,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1163.0,10.0,167.0,96.0,0.0,1.0,1.0
Ben Coates,NWE,TE,27.0,182.2,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,9.0,100.0,62.0,0.0,1.0,1.0
Jamal Anderson,ATL,RB,24.0,229.8,16.0,12.0,0.0,0.0,0.0,1055.0,5.0,232.0,473.0,1.0,67.0,49.0,0.0,4.0,4.0
Isaac Bruce,STL,WR,24.0,256.79999999999995,16.0,16.0,15.0,0.0,2.0,4.0,0.0,1.0,1338.0,7.0,150.0,84.0,1.0,1.0,1.0
Jake Reed,MIN,WR,29.0,246.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.0,7.0,126.0,72.0,0.0,0.0,0.0
Tim Brown,OAK,WR,30.0,251.9,16.0,16.0,0.0,0.0,0.0,35.0,0.0,6.0,1104.0,9.0,146.0,90.0,0.0,3.0,3.0
Jimmy Smith,JAX,WR,27.0,247.4,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1244.0,7.0,128.0,83.0,0.0,1.0,1.0
Derrick Alexander,BAL,WR,25.0,225.9,15.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,1099.0,9.0,107.0,62.0,0.0,0.0,0.0
Thurman Thomas,BUF,RB,30.0,200.7,15.0,15.0,0.0,0.0,0.0,1033.0,8.0,281.0,254.0,0.0,42.0,26.0,0.0,1.0,1.0
Keith Jackson,GNB,TE,31.0,150.5,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,10.0,63.0,40.0,0.0,0.0,0.0
Adrian Murrell,NYJ,RB,26.0,184.0,16.0,16.0,0.0,0.0,0.0,1249.0,6.0,301.0,81.0,1.0,36.0,17.0,0.0,6.0,4.0
Larry Centers,ARI,RB,28.0,270.1,16.0,14.0,0.0,0.0,0.0,425.0,2.0,116.0,766.0,7.0,130.0,99.0,0.0,1.0,1.0
Curtis Conway,CHI,WR,25.0,238.22,16.0,16.0,33.0,1.0,1.0,50.0,0.0,8.0,1049.0,7.0,143.0,81.0,0.0,1.0,0.0
Anthony Johnson,CAR,RB,29.0,191.2,16.0,11.0,0.0,0.0,0.0,1120.0,6.0,300.0,192.0,0.0,33.0,26.0,0.0,2.0,1.0
Joey Galloway,SEA,WR,25.0,206.4,16.0,16.0,0.0,0.0,0.0,127.0,0.0,15.0,987.0,7.0,121.0,57.0,0.0,2.0,2.0
Terry Glenn,NWE,WR,22.0,243.4,15.0,15.0,0.0,0.0,0.0,42.0,0.0,5.0,1132.0,6.0,167.0,90.0,0.0,1.0,0.0
Marcus Allen,KAN,RB,36.0,191.0,16.0,15.0,0.0,0.0,1.0,830.0,9.0,206.0,270.0,0.0,35.0,27.0,0.0,2.0,0.0
Steve Young,SFO,QB,35.0,191.4,12.0,12.0,2410.0,14.0,316.0,310.0,4.0,52.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0
Antonio Freeman,GNB,WR,24.0,199.3,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,933.0,9.0,107.0,56.0,0.0,3.0,2.0
Eddie Kennison,STL,WR,23.0,196.4,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,924.0,9.0,115.0,54.0,0.0,5.0,2.0
Jeff Hostetler,OAK,QB,35.0,189.82,13.0,13.0,2548.0,23.0,402.0,179.0,1.0,37.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0
Andre Reed,BUF,WR,32.0,207.8,16.0,16.0,0.0,0.0,0.0,22.0,0.0,8.0,1036.0,6.0,101.0,66.0,0.0,1.0,0.0
Frank Wycheck,HOU,TE,25.0,136.4,16.0,16.0,0.0,0.0,0.0,3.0,0.0,2.0,511.0,6.0,68.0,53.0,0.0,2.0,2.0
O.J. McDuffie,MIA,WR,27.0,214.5,16.0,16.0,0.0,0.0,0.0,7.0,0.0,2.0,918.0,8.0,119.0,74.0,0.0,6.0,0.0
James Stewart,JAX,RB,25.0,176.0,13.0,11.0,0.0,0.0,0.0,723.0,8.0,190.0,177.0,2.0,40.0,30.0,0.0,2.0,2.0
Scott Mitchell,DET,QB,28.0,182.98,14.0,14.0,2917.0,17.0,437.0,83.0,4.0,37.0,0.0,0.0,0.0,0.0,17.0,9.0,0.0
Keyshawn Johnson,NYJ,WR,24.0,195.4,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,844.0,8.0,125.0,63.0,0.0,0.0,0.0
Brett Perriman,DET,WR,31.0,227.4,16.0,16.0,0.0,0.0,0.0,13.0,0.0,1.0,1021.0,5.0,170.0,94.0,0.0,0.0,0.0
Marvin Harrison,IND,WR,24.0,197.1,16.0,15.0,0.0,0.0,0.0,15.0,0.0,3.0,836.0,8.0,118.0,64.0,0.0,1.0,0.0
Keenan McCardell,JAX,WR,26.0,215.9,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1129.0,3.0,127.0,85.0,0.0,1.0,0.0
Chris Warren,SEA,RB,28.0,178.8,14.0,14.0,0.0,0.0,0.0,855.0,5.0,203.0,273.0,0.0,46.0,40.0,0.0,3.0,2.0
Bobby Hebert,ATL,QB,36.0,167.98,14.0,13.0,3152.0,22.0,488.0,59.0,1.0,15.0,0.0,0.0,0.0,0.0,25.0,10.0,4.0
Marshall Faulk,IND,RB,23.0,195.5,13.0,13.0,0.0,0.0,0.0,587.0,7.0,198.0,428.0,0.0,80.0,56.0,0.0,2.0,2.0
Bert Emanuel,ATL,WR,26.0,203.1,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,921.0,6.0,123.0,75.0,0.0,0.0,0.0
Ken Dilger,IND,TE,25.0,116.3,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,4.0,60.0,42.0,0.0,1.0,0.0
Rob Moore,ARI,WR,28.0,183.6,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,4.0,146.0,58.0,0.0,0.0,0.0
Dorsey Levens,GNB,RB,26.0,170.2,16.0,1.0,0.0,0.0,0.0,566.0,5.0,121.0,226.0,5.0,33.0,31.0,0.0,2.0,0.0
Jamie Asher,WAS,TE,24.0,114.1,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,4.0,74.0,42.0,0.0,0.0,0.0
Tony McGee,CIN,TE,25.0,106.6,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,4.0,63.0,38.0,0.0,0.0,0.0
Raymont Harris,CHI,RB,26.0,162.39999999999995,12.0,10.0,0.0,0.0,0.0,748.0,4.0,194.0,296.0,1.0,43.0,32.0,0.0,3.0,2.0
Terance Mathis,ATL,WR,29.0,188.1,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,771.0,7.0,114.0,69.0,0.0,0.0,0.0
Charles Johnson,PIT,WR,24.0,178.8,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,3.0,101.0,60.0,0.0,1.0,0.0
Ted Popson,SFO,TE,30.0,92.1,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,6.0,35.0,26.0,0.0,0.0,0.0
Gus Frerotte,WAS,QB,25.0,155.72,16.0,16.0,3453.0,12.0,470.0,16.0,0.0,28.0,0.0,0.0,0.0,0.0,11.0,12.0,5.0
Leonard Russell,SDG,RB,27.0,140.3,15.0,15.0,0.0,0.0,0.0,713.0,7.0,219.0,180.0,0.0,18.0,13.0,0.0,6.0,2.0
Brian Kinchen,BAL,TE,31.0,119.1,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,1.0,76.0,55.0,0.0,1.0,0.0
Andre Hastings,PIT,WR,26.0,187.0,16.0,10.0,0.0,0.0,0.0,71.0,0.0,4.0,739.0,6.0,115.0,72.0,0.0,3.0,1.0
Pete Mitchell,JAX,TE,25.0,113.5,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,1.0,77.0,52.0,0.0,1.0,1.0
Mark Carrier,CAR,WR,31.0,174.8,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,808.0,6.0,104.0,58.0,0.0,0.0,0.0
Edgar Bennett,GNB,RB,27.0,154.5,16.0,15.0,0.0,0.0,0.0,899.0,2.0,222.0,176.0,1.0,39.0,31.0,0.0,2.0,1.0
Mike Alstott,TAM,RB,23.0,190.4,16.0,16.0,0.0,0.0,0.0,377.0,3.0,96.0,557.0,3.0,81.0,65.0,0.0,4.0,2.0
Harold Morrow,MIN,0,23.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ty Detmer,PHI,QB,29.0,154.34,13.0,11.0,2911.0,15.0,401.0,59.0,1.0,31.0,0.0,0.0,0.0,0.0,13.0,7.0,4.0
Rickey Dudley,OAK,TE,24.0,94.6,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0,4.0,70.0,34.0,0.0,1.0,1.0
Cory Schlesinger,DET,0,24.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Marino,MIA,QB,35.0,155.5,13.0,13.0,2795.0,17.0,373.0,-3.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,4.0,3.0
Troy Aikman,DAL,QB,30.0,145.24,15.0,15.0,3126.0,12.0,465.0,42.0,1.0,35.0,0.0,0.0,0.0,0.0,13.0,6.0,6.0
Jim Harbaugh,IND,QB,33.0,152.39999999999995,14.0,14.0,2630.0,13.0,405.0,192.0,1.0,48.0,0.0,0.0,0.0,0.0,11.0,8.0,4.0
Brad Johnson,MIN,QB,28.0,151.32,12.0,8.0,2258.0,17.0,311.0,90.0,1.0,34.0,0.0,0.0,0.0,0.0,10.0,5.0,1.0
Stan Humphries,SDG,QB,31.0,153.60000000000005,13.0,13.0,2670.0,18.0,416.0,28.0,0.0,21.0,0.0,0.0,0.0,0.0,13.0,7.0,1.0
Tony Banks,STL,QB,23.0,130.95999999999998,14.0,13.0,2544.0,15.0,368.0,212.0,0.0,61.0,0.0,0.0,1.0,0.0,15.0,21.0,11.0
Jim Kelly,BUF,QB,36.0,139.0,13.0,13.0,2810.0,14.0,379.0,66.0,2.0,19.0,0.0,0.0,0.0,0.0,19.0,9.0,5.0
Kerry Collins,CAR,QB,24.0,131.96,13.0,12.0,2454.0,14.0,364.0,38.0,0.0,32.0,0.0,0.0,0.0,0.0,9.0,6.0,4.0
Mike Tomczak,PIT,QB,34.0,123.98000000000002,16.0,15.0,2767.0,15.0,401.0,-7.0,0.0,22.0,0.0,0.0,0.0,0.0,17.0,7.0,6.0
Trent Dilfer,TAM,QB,24.0,128.76000000000002,16.0,16.0,2859.0,12.0,482.0,124.0,0.0,32.0,0.0,0.0,0.0,0.0,19.0,10.0,4.0
Chris Chandler,HOU,QB,31.0,121.26,12.0,12.0,2099.0,16.0,320.0,113.0,0.0,28.0,0.0,0.0,0.0,0.0,11.0,8.0,8.0
Dave Krieg,CHI,QB,38.0,127.82,13.0,12.0,2278.0,14.0,377.0,12.0,1.0,16.0,5.0,0.0,1.0,1.0,12.0,6.0,2.0
Terry Kirby,SFO,RB,26.0,178.76,14.0,10.0,24.0,1.0,2.0,559.0,3.0,134.0,439.0,1.0,69.0,52.0,0.0,1.0,1.0
Steve Bono,KAN,QB,34.0,119.58,14.0,13.0,2572.0,12.0,438.0,27.0,0.0,26.0,0.0,0.0,0.0,0.0,13.0,5.0,4.0
Jim Everett,NOR,QB,33.0,112.18,15.0,15.0,2797.0,12.0,464.0,3.0,0.0,22.0,0.0,0.0,0.0,0.0,16.0,10.0,8.0
Bam Morris,BAL,RB,24.0,152.9,11.0,7.0,0.0,0.0,0.0,737.0,4.0,172.0,242.0,1.0,31.0,25.0,0.0,0.0,0.0
Lamar Smith,SEA,RB,26.0,128.8,16.0,2.0,0.0,0.0,0.0,680.0,8.0,153.0,58.0,0.0,16.0,9.0,0.0,4.0,1.0
Frank Reich,NYJ,QB,35.0,109.29999999999998,10.0,7.0,2205.0,15.0,331.0,31.0,0.0,18.0,0.0,0.0,0.0,0.0,16.0,9.0,5.0
Dave Brown,NYG,QB,26.0,109.48000000000002,16.0,16.0,2412.0,12.0,398.0,170.0,0.0,50.0,0.0,0.0,0.0,0.0,20.0,9.0,6.0
Boomer Esiason,ARI,QB,35.0,114.92,10.0,8.0,2293.0,11.0,339.0,52.0,1.0,15.0,0.0,0.0,0.0,0.0,14.0,5.0,2.0
Earnest Byner,BAL,RB,34.0,148.4,16.0,8.0,0.0,0.0,0.0,634.0,4.0,159.0,270.0,1.0,44.0,30.0,0.0,1.0,1.0
Chris Jones,PHI,WR,25.0,185.9,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,859.0,5.0,114.0,70.0,0.0,1.0,0.0
Jeff Graham,NYJ,WR,27.0,164.8,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,788.0,6.0,85.0,50.0,0.0,0.0,0.0
Napoleon Kaufman,OAK,RB,23.0,129.7,16.0,9.0,0.0,0.0,0.0,874.0,1.0,150.0,143.0,1.0,26.0,22.0,0.0,3.0,3.0
Darnay Scott,CIN,WR,24.0,171.70000000000005,16.0,16.0,0.0,0.0,0.0,4.0,0.0,3.0,833.0,5.0,115.0,58.0,0.0,0.0,0.0
Henry Ellard,WAS,WR,35.0,165.4,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,2.0,98.0,52.0,0.0,0.0,0.0
Chris Sanders,HOU,WR,24.0,160.2,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,882.0,4.0,105.0,48.0,0.0,0.0,0.0
Johnnie Morton,DET,WR,25.0,163.9,16.0,15.0,0.0,0.0,0.0,35.0,0.0,9.0,714.0,6.0,97.0,55.0,0.0,1.0,1.0
Quinn Early,BUF,WR,31.0,157.70000000000005,16.0,13.0,0.0,0.0,0.0,39.0,0.0,3.0,798.0,4.0,91.0,50.0,0.0,0.0,0.0
Kent Graham,ARI,QB,28.0,101.66,10.0,8.0,1624.0,12.0,274.0,87.0,0.0,21.0,0.0,0.0,0.0,0.0,7.0,5.0,3.0
Michael Irvin,DAL,WR,30.0,170.2,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,962.0,2.0,105.0,64.0,0.0,1.0,1.0
Wayne Chrebet,NYJ,WR,23.0,184.9,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,909.0,3.0,128.0,84.0,0.0,5.0,4.0
Harold Green,STL,RB,28.0,141.89999999999995,16.0,5.0,0.0,0.0,0.0,523.0,4.0,127.0,246.0,1.0,58.0,37.0,0.0,2.0,1.0
Garrison Hearst,CIN,RB,25.0,115.8,16.0,12.0,0.0,0.0,0.0,847.0,0.0,225.0,131.0,1.0,22.0,12.0,0.0,1.0,0.0
Michael Haynes,NOR,WR,31.0,146.6,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,786.0,4.0,87.0,44.0,0.0,1.0,0.0
LeShon Johnson,ARI,RB,25.0,110.0,15.0,8.0,0.0,0.0,0.0,634.0,3.0,141.0,176.0,1.0,20.0,15.0,0.0,5.0,5.0
Frank Sanders,ARI,WR,23.0,173.9,16.0,16.0,0.0,0.0,0.0,-4.0,0.0,2.0,813.0,4.0,130.0,69.0,0.0,1.0,0.0
Shawn Jefferson,NWE,WR,27.0,143.7,15.0,15.0,0.0,0.0,0.0,6.0,0.0,1.0,771.0,4.0,92.0,50.0,0.0,2.0,4.0
Greg Hill,KAN,RB,24.0,101.5,15.0,1.0,0.0,0.0,0.0,645.0,4.0,135.0,60.0,1.0,5.0,3.0,0.0,1.0,1.0
Anthony Miller,DEN,WR,31.0,157.4,16.0,16.0,0.0,0.0,0.0,39.0,1.0,3.0,735.0,3.0,110.0,56.0,0.0,0.0,0.0
Darick Holmes,BUF,RB,25.0,111.3,16.0,1.0,0.0,0.0,0.0,571.0,4.0,189.0,102.0,1.0,21.0,16.0,0.0,2.0,1.0
Chris Calloway,NYG,WR,28.0,149.1,16.0,15.0,0.0,0.0,0.0,2.0,0.0,1.0,739.0,4.0,109.0,53.0,0.0,1.0,1.0
Derrick Fenner,OAK,RB,29.0,128.7,16.0,11.0,0.0,0.0,0.0,245.0,4.0,67.0,252.0,4.0,45.0,31.0,0.0,0.0,0.0
Kimble Anders,KAN,RB,30.0,157.0,16.0,15.0,0.0,0.0,0.0,201.0,2.0,54.0,529.0,2.0,88.0,60.0,0.0,0.0,0.0
Ki-Jana Carter,CIN,RB,23.0,115.3,16.0,4.0,0.0,0.0,0.0,264.0,8.0,91.0,169.0,1.0,35.0,22.0,0.0,2.0,2.0
Rodney Hampton,NYG,RB,27.0,107.9,15.0,15.0,0.0,0.0,0.0,827.0,1.0,254.0,82.0,0.0,22.0,15.0,0.0,3.0,2.0
Ed McCaffrey,DEN,WR,28.0,145.3,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,7.0,76.0,48.0,0.0,0.0,0.0
Eric Metcalf,ATL,WR,28.0,146.70000000000005,16.0,11.0,0.0,0.0,0.0,8.0,0.0,3.0,599.0,6.0,90.0,54.0,0.0,3.0,2.0
Lawrence Phillips,STL,RB,21.0,100.0,15.0,11.0,0.0,0.0,0.0,632.0,4.0,193.0,28.0,1.0,12.0,8.0,0.0,2.0,2.0
Kordell Stewart,PIT,QB,24.0,109.4,16.0,2.0,100.0,0.0,30.0,171.0,5.0,39.0,293.0,3.0,42.0,17.0,2.0,1.0,1.0
Don Beebe,GNB,WR,32.0,132.9,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0,4.0,76.0,39.0,0.0,1.0,0.0
Thomas Lewis,NYG,WR,24.0,146.4,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0,4.0,98.0,53.0,0.0,0.0,0.0
Steve McNair,HOU,QB,23.0,80.78,9.0,4.0,1197.0,6.0,143.0,169.0,2.0,31.0,0.0,0.0,0.0,0.0,4.0,7.0,6.0
Chris Penn,KAN,WR,25.0,137.8,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,5.0,90.0,49.0,0.0,3.0,2.0
Robert Smith,MIN,RB,24.0,96.1,8.0,7.0,0.0,0.0,0.0,692.0,3.0,162.0,39.0,0.0,14.0,7.0,0.0,2.0,1.0
John Friesz,SEA,QB,29.0,87.25999999999998,8.0,6.0,1629.0,8.0,211.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0
Rick Mirer,SEA,QB,26.0,80.94,11.0,9.0,1546.0,5.0,265.0,191.0,2.0,33.0,0.0,0.0,0.0,0.0,12.0,4.0,4.0
Terrell Fletcher,SDG,RB,23.0,148.79999999999995,16.0,0.0,0.0,0.0,0.0,282.0,0.0,77.0,476.0,2.0,86.0,61.0,0.0,1.0,0.0
Mario Bates,NOR,RB,23.0,95.8,14.0,10.0,0.0,0.0,0.0,584.0,4.0,164.0,44.0,0.0,16.0,13.0,0.0,4.0,2.0
Willie Davis,HOU,WR,29.0,120.9,16.0,14.0,0.0,0.0,0.0,15.0,0.0,1.0,464.0,6.0,71.0,39.0,0.0,1.0,1.0
James Jett,OAK,WR,26.0,127.1,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,4.0,84.0,43.0,0.0,0.0,0.0
Michael Timpson,CHI,WR,29.0,140.29999999999998,15.0,15.0,0.0,0.0,0.0,21.0,0.0,3.0,802.0,0.0,109.0,62.0,0.0,2.0,2.0
Sean Dawkins,IND,WR,25.0,133.1,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,751.0,1.0,91.0,54.0,0.0,1.0,1.0
Leroy Hoard,3TM,RB,28.0,87.5,11.0,7.0,0.0,0.0,0.0,492.0,3.0,125.0,133.0,0.0,16.0,11.0,0.0,3.0,2.0
Willie Green,CAR,WR,30.0,125.5,15.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,614.0,3.0,75.0,46.0,0.0,0.0,0.0
Ronnie Harmon,HOU,WR,32.0,119.9,16.0,6.0,0.0,0.0,0.0,131.0,1.0,29.0,488.0,2.0,59.0,42.0,0.0,0.0,1.0
Errict Rhett,TAM,RB,26.0,81.0,9.0,7.0,0.0,0.0,0.0,539.0,3.0,176.0,11.0,1.0,4.0,4.0,0.0,3.0,1.0
Torrance Small,NOR,WR,26.0,126.89999999999998,16.0,13.0,0.0,0.0,0.0,51.0,1.0,4.0,558.0,2.0,89.0,50.0,0.0,1.0,1.0
Rashaan Salaam,CHI,RB,22.0,83.0,12.0,6.0,0.0,0.0,0.0,496.0,3.0,143.0,44.0,1.0,8.0,7.0,0.0,3.0,1.0
Andre Rison,2TM,WR,29.0,124.3,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,3.0,90.0,47.0,0.0,1.0,0.0
Elvis Grbac,SFO,QB,26.0,75.53999999999998,15.0,4.0,1236.0,8.0,197.0,21.0,2.0,23.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
Charlie Jones,SDG,WR,24.0,117.4,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0,4.0,75.0,41.0,0.0,0.0,0.0
Terrell Owens,SFO,WR,23.0,109.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,4.0,58.0,35.0,0.0,1.0,1.0
Ray Zellars,NOR,RB,23.0,81.0,9.0,6.0,0.0,0.0,0.0,475.0,4.0,120.0,45.0,0.0,15.0,9.0,0.0,2.0,2.0
Bobby Engram,CHI,WR,23.0,105.9,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,6.0,62.0,33.0,0.0,2.0,1.0
Warren Moon,MIN,QB,40.0,67.0,8.0,8.0,1610.0,7.0,247.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,7.0,4.0
Fred Barnett,MIA,WR,30.0,108.2,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0,3.0,63.0,36.0,0.0,1.0,1.0
Leslie Shepherd,WAS,WR,27.0,97.0,12.0,6.0,0.0,0.0,0.0,96.0,2.0,6.0,344.0,3.0,45.0,23.0,0.0,0.0,0.0
Natrone Means,JAX,RB,24.0,78.2,14.0,4.0,0.0,0.0,0.0,507.0,2.0,152.0,45.0,1.0,9.0,7.0,0.0,3.0,1.0
Aaron Craver,DEN,RB,28.0,107.9,15.0,15.0,0.0,0.0,1.0,232.0,2.0,59.0,297.0,1.0,51.0,39.0,0.0,1.0,1.0
Willie Jackson,JAX,WR,25.0,99.8,16.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,486.0,3.0,42.0,33.0,0.0,0.0,0.0
Amp Lee,MIN,RB,25.0,122.3,16.0,3.0,0.0,0.0,0.0,161.0,0.0,51.0,422.0,2.0,71.0,54.0,0.0,2.0,1.0
Brian Blades,SEA,WR,31.0,110.6,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0,2.0,70.0,43.0,0.0,1.0,0.0
Erric Pegram,PIT,RB,27.0,85.1,12.0,4.0,0.0,0.0,0.0,509.0,1.0,97.0,112.0,0.0,27.0,17.0,0.0,1.0,0.0
Tyrone Wheatley,NYG,RB,24.0,80.06,14.0,0.0,24.0,1.0,1.0,400.0,1.0,112.0,51.0,2.0,17.0,12.0,0.0,6.0,0.0
Craig Heyward,ATL,RB,30.0,82.9,15.0,5.0,0.0,0.0,0.0,321.0,3.0,72.0,168.0,0.0,19.0,16.0,0.0,0.0,0.0
